Twinci,0xaf83f292fced83032f52ced45ef7dbddb586441a,Binance Smart Chain (BEP20),False,0,0
CAT,N/A,N/A,N/A,N/A,N/A,TraderJoe,CAT/WAVAX,0
Caketools,0x3837e18b901629fcb200e0ad9c2f2441804bd6c8,Binance Smart Chain (BEP20),False,0,0
Mintea,0x950e49e4ceaf97dc38d38cf62b7d63fc81390b7e,Binance Smart Chain (BEP20),False,3,2.5
TrusterCoin,0xa2a26349448ddafae34949a6cc2cecf78c0497ac,Binance Smart Chain (BEP20),False,3,2.9,PancakeSwap (V2),TSC/WBNB,0
Wizards And Dragons,N/A,N/A,N/A,N/A,N/A,LBank,Uniswap (V3),MEXC,BKEX,GP/USDT,3.0,GP/WETH,0,GP/USDT,34.0,GP/USDT,32.0
Keep3rV1,N/A,N/A,N/A,N/A,N/A
Kryxivia,0x2223bf1d7c19ef7c06dab88938ec7b85952ccd89,Binance Smart Chain (BEP20),False,0,0
InfinityCake,0x8C1297f572B737357EF8a0951523dB1da139E4F5,Binance Smart Chain (BEP20),False,13,15.1
Mute,N/A,N/A,N/A,N/A,N/A
CollegeCoinNetwork,N/A,N/A,N/A,N/A,N/A,Bitrue,CCN/USDT,1.0
GamingShiba,0x41cf3e9534156405a133cda545af9ff0e586500a,Binance Smart Chain (BEP20),False,13,12.9,PancakeSwap (V2),GamingShiba/WBNB,0
Hakuryu,0xefbE739c5B999C5Bca13be7Bb238610a3A8Fec93,Binance Smart Chain (BEP20),True,N/A,N/A,PancakeSwap (V2),IndoEx,WETH/$RYU,0,$RYU/WBNB,0,RYU/USDT,1.0
Vulkania,0x0921d788e7f7498f80adb0a0a62b8a9476f2db92,Binance Smart Chain (BEP20),False,6,5.8,PancakeSwap (V2),CoinTiger,Hotbit,VLK/WBNB,0,VLK/USDT,1.0,VLK/USDT,1.0
The Corgi of PolkaBridge,0x1cfd6813a59d7b90c41dd5990ed99c3bf2eb8f55,Binance Smart Chain (BEP20),False,0,0,PancakeSwap (V2),XT.COM,Hotbit,CORGIB/WBNB,0,CORGIB/USDT,1.0,CORGIB/USDT,0
Capital Aggregator Token,N/A,N/A,N/A,N/A,N/A,Uniswap (V2),CAT/WETH,0
Unipilot,N/A,N/A,N/A,N/A,N/A,Uniswap (V3),PILOT/WETH,0
HeroesOfCrypton,0x96e0dcc73f74b6049813439f7a660d1d6ca20594,Binance Smart Chain (BEP20),False,6,14,PancakeSwap (V2),HEROES/WBNB,0
XcelDefi,0xC79d1fD14F514cD713b5cA43D288a782Ae53eAb2,Binance Smart Chain (BEP20),False,0,0
EYES Protocol,N/A,N/A,N/A,N/A,N/A
Powerledger,N/A,N/A,N/A,N/A,N/A,Binance,Binance,Bithumb,Coinbase Exchange,Binance,Binance,Gate.io,KuCoin,Uniswap (V2),KuCoin,Coinbase Exchange,Coinbase Exchange,KuCoin,Huobi Global,Bittrex,Uniswap (V2),Uniswap (V2),Gate.io,Gate.io,Uniswap (V3),Crypto.com Exchange,Tokocrypto,Bancor Network,Tokocrypto,Sushiswap,Upbit,Bitkub,Bitrue,Bitvavo,AAX,Dex-Trade,Bitrue,Upbit,BTC Markets,Bitrue,Dex-Trade,CoinEx,SecondBTC,CoinDCX,Bitbns,Pionex,P2PB2B,DigiFinex,P2PB2B,LATOKEN,Hotbit,Folgory,Nominex,LATOKEN,Folgory,HitBTC,Hotcoin Global,LiteBit.eu,NiceHash,Dove Wallet,Kyber Network,HitBTC,POWR/USDT,501.0,POWR/BTC,513.0,POWR/KRW,406.0,POWR/USD,485.0,POWR/BUSD,752.6963174745224,POWR/ETH,645.9333370502071,POWR/USDT,311.0,POWR/WETH,328.0534329343,POWR/BTC,223.0,POWR/USDT,370.0,POWR/USDT,357.0,POWR/EUR,362.0,POWR/ETH,203.0,POWR/BTC,96.0,POWR/BTC,336.0,POWR/USDT,0,POWR/BTC,270.0,POWR/USDC,0,POWR/ETH,218.0,POWR/USDT,264.0,POWR/WETH,0,POWR/USDT,454.0,POWR/BUSD,430.0,POWR/BNT,0,POWR/KRW,503.0,POW/THB,333.0,POWR/USDT,153.0,POWR/EUR,368.0,POWR/USDT,328.0,POWR/BTC,120.0,POWR/BTC,318.0,POWR/AUD,345.0,POWR/BTC,283.0,POWR/ETH,220.0,POWR/ETH,103.0,POWR/USDT,180.0,POWR/ETH,236.0,POWR/BTC,455.0,POWR/INR,124.0,POWR/USDT,344.0,POWR/BTC,139.0,POWR/BTC,144.0,POWR/ETH,256.0,POWR/BTC,268.0,POWR/USDT,363.0,POWR/BTC,442.0,POWR/ETH,381.0,POWR/ETH,279.0,POWR/USDT,452.0,POWR/BTC,225.0,POWR/WETH,0,POWR/USDT,3.0,POWR/EUR,0,POWR/BTC,222.0,POWR/KRT,118.0,POWR/ETH,0,POWR/ETH,61.0
Everex,N/A,N/A,N/A,N/A,N/A,Binance,Huobi Global,Mercatox,Pionex,HitBTC,HitBTC,CoinDCX,EVX/BTC,675.2938104149766,EVX/BTC,166.0,EVX/BTC,1.0,EVX/BTC,1.0,EVX/ETH,1.0,EVX/USD,1.0,EVX/BTC,253.0
MGC Token,N/A,N/A,N/A,N/A,N/A,Hotbit,AEX,MGC/USDT,3.0,MGC/ETH,21.0
LovePot Token,0xd631d33F2c3f38d9ABDaE08ebC0B69fA636E8ec2,Binance Smart Chain (BEP20),False,1,1,PancakeSwap (V2),CoinTiger,LOVE/WBNB,0,LOVE/USDT,1.0
